,Facility Name,Categories,Zipcode,Lat,Lng
443,Walmart Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80127,39.6077971,-105.150985
444,UCHealth Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80602,39.9434621,-104.94198053124245
445,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80228,39.6817376,-105.1184364
446,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80215,39.7611733,-105.1414947
447,Colorado Prostate Cancer Center,"['healthcare', 'healthcare.hospital']",80237,39.6209848,-104.89843731271125
448,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80260,39.864245,-104.9972661016883
449,Colorado Center for Reproductive Medicine,"['building', 'building.healthcare', 'healthcare']",80124,39.529012677926644,-104.87540261705169
450,Wimmer Dental,"['healthcare', 'healthcare.dentist']",80121,39.5947589,-104.926553
451,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80114,39.5812166,-104.8848746
452,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80030,39.8278873,-105.0259659879901
453,Kaiser Permanente,"['healthcare', 'healthcare.clinic_or_praxis']",80113,39.663021,-104.988
454,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80123,39.6246949,-105.0199759
455,Brent R Hoggan Orthodontist,"['healthcare', 'healthcare.dentist']",80138,39.5322007,-104.766204
456,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80233,39.8919689,-104.97721784475505
457,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80127,39.6103423,-105.1090172
458,Denver Drug and Liquor,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80203,39.7398953,-104.9821673
459,Avella Specialty Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80218,39.7402339,-104.9711799
460,Office Bldg,"['healthcare', 'healthcare.clinic_or_praxis']",80110,39.6508267,-104.98261
461,Miramont Family Medicine,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80134,39.5487766,-104.77708131320756
462,Denali Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80233,39.9033879,-104.97830929469026
463,UCHealth Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80249,39.7832684,-104.76927064382434
464,Thompson Facial Plastics,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80206,39.72083445,-104.95005497254554
465,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80016,39.5953092,-104.702564
466,Kaiser Permanente Aurora Centrepoint Medical Offices,"['healthcare', 'healthcare.clinic_or_praxis']",80012,39.70457915,-104.8172795372219
467,Aurora Comprehensive Community Mental Health Center,"['building', 'building.healthcare', 'healthcare']",80011,39.72754745,-104.81097429552982
468,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80014,39.65271505,-104.80895377002885
469,Risas Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80014,39.65174625,-104.81054765162466
470,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80017,39.67532545,-104.80913499933555
471,460th/140th Medical Clinic,"['building', 'building.healthcare', 'healthcare']",80017,39.71147965,-104.7732463549143
472,Fresenius Kidney Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80011,39.72501025,-104.79997946436399
473,Centura Health Primary Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80401,39.72966805,-105.21039067835844
474,Centura Health Emergency & Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80401,39.73010845,-105.21107511653892
475,UCHealth Highlands Ranch Hospital,"['healthcare', 'healthcare.hospital']",80129,39.5523953,-105.00585026799914
476,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80228,39.6990612,-105.1421459
477,Peoples Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80228,39.7198086,-105.1336668
478,Swedish Southwest ER,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80123,39.60295485,-105.09011662414034
479,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80215,39.7544078,-105.10914560039296
480,Brighton Eye Associates,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.general']",80601,39.987025200000005,-104.80981902657481
481,Thrive Chiropractic and Wellness,"['building', 'building.healthcare', 'healthcare']",80601,39.986412650000005,-104.80730765849114
482,Rocky Mountain Fertility Center,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80134,39.53691775,-104.8414989155597
483,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80246,39.69590155,-104.94106545
484,Erie Modern Dentistry,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80516,40.0006869,-105.01044008572087
485,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80004,39.8121505,-105.12901
486,Gardens on Quail Rehabilitation and Memory Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.general']",80004,39.8145746,-105.12485126894407
487,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy', 'wheelchair', 'wheelchair.yes']",80202,39.7460901,-104.9930568
488,premier allergy & asthma,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80015,39.615716750000004,-104.76389686212629
489,AFC Walk-In Clinic and Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis', 'healthcare.clinic_or_praxis.general']",80016,39.58142145,-104.72424957256106
490,UCHealth Lone Tree Medical Center,"['building', 'building.healthcare', 'healthcare']",80124,39.55294995,-104.8784437865427
491,CareNow Urgent Care - Central Park,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80010,39.7602561,-104.8661798
492,SCL Health Medical Group,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80249,39.7847491,-104.77477605
493,Kidney Center of Lakewood,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80226,39.7105075,-105.06425766146184
494,Smoky Hill Medical Offices,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80015,39.63792065,-104.80011650029758
495,Bright Star Kids Dentistry,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80022,39.885121749999996,-104.81042727863507
496,UCHealth Emergency Room,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80022,39.88494785,-104.81172029940757
497,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80246,39.7103419,-104.9395383
498,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80003,39.84148905,-105.05288762500001
499,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80007,39.8117562,-105.169879
